key,fare_amount
2015-01-27 13:08:24.0000002,8.706283819627792
2015-01-27 13:08:24.0000003,9.328969610988999
2011-10-08 11:53:44.0000002,6.1605649564031095
2012-12-01 21:12:12.0000002,8.46696569214669
2012-12-01 21:12:12.0000003,13.948906763922789
2012-12-01 21:12:12.0000005,10.983587391617574
2011-10-06 12:10:20.0000001,7.106541390106347
2011-10-06 12:10:20.0000003,51.91199180863958
2011-10-06 12:10:20.0000002,11.823144278495604
2014-02-18 15:22:20.0000002,7.516745242975691
2014-02-18 15:22:20.0000003,8.942863010034177
2014-02-18 15:22:20.0000001,15.523736133504688
2010-03-29 20:20:32.0000002,6.615662626197024
2010-03-29 20:20:32.0000001,8.486090823714417
2011-10-06 03:59:12.0000002,9.029407169356736
2011-10-06 03:59:12.0000001,14.833361799568163
2012-07-15 16:45:04.0000006,5.742194491719541
2012-07-15 16:45:04.0000002,10.603279963975421
2012-07-15 16:45:04.0000003,6.134648079986091
2012-07-15 16:45:04.0000004,5.984892260629324
2014-10-29 02:09:56.0000001,8.686171437165134
2014-06-14 13:39:00.00000010,9.41940228600648
2014-06-14 13:39:00.00000060,7.005495551454507
2014-06-14 13:39:00.00000087,8.718843329093584
2014-06-14 13:39:00.00000050,14.742688127282197
2014-06-14 13:39:00.0000003,7.565490287956495
2014-06-14 13:39:00.000000158,35.71006417098834
2014-06-14 13:39:00.00000015,22.366899969658512
2014-06-14 13:39:00.00000073,6.846287159043424
2014-06-14 13:39:00.00000077,14.511961573776567
2014-06-14 13:39:00.000000145,9.043779967380049
2014-06-14 13:39:00.00000079,7.124300202077426
2014-06-14 13:39:00.000000121,6.3304761585553075
2014-06-14 13:39:00.00000021,9.015339410388238
2014-06-14 13:39:00.0000005,8.427819512810503
2014-06-14 13:39:00.000000165,8.267207365083339
2014-06-14 13:39:00.000000184,6.640380620388143
2014-06-14 13:39:00.00000059,7.286047206880071
2014-06-14 13:39:00.00000070,8.189419825165682
2014-06-14 13:39:00.00000068,6.19956210308004
2014-06-14 13:39:00.000000133,18.076957929863713
2014-06-14 13:39:00.000000128,10.344005895858132
2014-06-14 13:39:00.000000136,17.009616996178448
2014-06-14 13:39:00.00000017,8.53024610731571
2014-06-14 13:39:00.000000111,6.1982914173948584
2014-06-14 13:39:00.000000115,10.751549625362554
2014-06-14 13:39:00.000000168,6.870930672397391
2014-06-14 13:39:00.00000031,7.630502568713704
2014-06-14 13:39:00.000000116,7.372398224028974
2014-06-14 13:39:00.00000051,6.63567697144413
2014-06-14 13:39:00.000000193,11.685184575973407
2014-06-14 13:39:00.000000132,12.53643440242666
2014-06-14 13:39:00.000000167,17.550553501564547
2014-06-14 13:39:00.00000044,6.888527907160475
2014-06-14 13:39:00.000000138,7.403163694221665
2014-06-14 13:39:00.00000066,14.018527718451722
2014-06-14 13:39:00.00000063,11.84164087361684
2014-06-14 13:39:00.000000154,10.35516787746539
2014-06-14 13:39:00.00000097,12.94463230066093
2014-06-14 13:39:00.00000067,12.73849834198775
2014-06-14 13:39:00.000000179,8.099066069358834
2014-06-14 13:39:00.00000092,8.146662220671129
